t,Sensor T [K],Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.]
1560078125.5447943,+011.77,+1.3731,+088.61,+0.9984,0,000
1560078147.5683503,+011.77,+1.3731,+088.60,+0.9984,0,000
1560078169.5917034,+011.77,+1.3731,+088.59,+0.9984,0,000
1560078191.617239,+011.77,+1.3731,+088.58,+0.9984,0,000
1560078213.6423626,+011.77,+1.3732,+088.58,+0.9984,0,000
1560078235.6680307,+011.77,+1.3732,+088.57,+0.9984,0,000
1560078257.6936178,+011.77,+1.3732,+088.56,+0.9984,0,000
1560078279.717529,+011.77,+1.3732,+088.56,+0.9984,0,000
1560078301.7407675,+011.77,+1.3732,+088.54,+0.9985,0,000
1560078323.7661018,+011.77,+1.3732,+088.54,+0.9985,0,000
1560078345.7916875,+011.77,+1.3732,+088.53,+0.9985,0,000
1560078367.8173711,+011.76,+1.3733,+088.52,+0.9985,0,000
1560078389.840953,+011.76,+1.3733,+088.52,+0.9985,0,000
1560078411.8653345,+011.76,+1.3733,+088.50,+0.9986,0,000
1560078433.8908987,+011.76,+1.3733,+088.50,+0.9986,0,000
1560078455.916393,+011.76,+1.3733,+088.50,+0.9986,0,000
1560078477.9400468,+011.76,+1.3733,+088.49,+0.9986,0,000
1560078499.965341,+011.76,+1.3734,+088.49,+0.9986,0,000
1560078521.9910202,+011.76,+1.3734,+088.47,+0.9986,0,000
1560078544.0167751,+011.76,+1.3734,+088.47,+0.9986,0,000
1560078566.0424109,+011.76,+1.3734,+088.46,+0.9986,0,000
1560078588.0665395,+011.76,+1.3734,+088.45,+0.9987,0,000
1560078610.0920815,+011.76,+1.3734,+088.45,+0.9987,0,000
1560078632.1176014,+011.76,+1.3734,+088.43,+0.9987,0,000
1560078654.1433887,+011.76,+1.3734,+088.43,+0.9987,0,000
1560078676.1688054,+011.76,+1.3734,+088.42,+0.9987,0,000
1560078698.1943913,+011.76,+1.3735,+088.41,+0.9987,0,000
1560078720.219722,+011.76,+1.3735,+088.41,+0.9987,0,000
1560078742.2454705,+011.76,+1.3735,+088.39,+0.9988,0,000
1560078764.2711718,+011.76,+1.3735,+088.39,+0.9988,0,000
1560078786.2960777,+011.76,+1.3735,+088.39,+0.9988,0,000
1560078808.3209848,+011.75,+1.3735,+088.37,+0.9988,0,000
1560078830.3466403,+011.75,+1.3736,+088.37,+0.9988,0,000
1560078852.3722718,+011.75,+1.3736,+088.36,+0.9989,0,000
1560078874.396887,+011.75,+1.3736,+088.35,+0.9989,0,000
1560078896.4224946,+011.75,+1.3736,+088.35,+0.9989,0,000
1560078918.4481814,+011.75,+1.3736,+088.34,+0.9989,0,000
1560078940.4738717,+011.75,+1.3737,+088.33,+0.9989,0,000
1560078962.4981952,+011.75,+1.3737,+088.32,+0.9989,0,000
1560078984.5204191,+011.75,+1.3737,+088.31,+0.9989,0,000
1560079006.5462444,+011.75,+1.3737,+088.31,+0.9989,0,000
1560079028.5711048,+011.75,+1.3737,+088.29,+0.9990,0,000
1560079050.5969875,+011.75,+1.3737,+088.29,+0.9990,0,000
1560079072.6209831,+011.75,+1.3738,+088.28,+0.9990,0,000
1560079094.6450317,+011.75,+1.3738,+088.27,+0.9990,0,000
1560079116.6707125,+011.75,+1.3738,+088.27,+0.9990,0,000
1560079138.6963701,+011.75,+1.3738,+088.25,+0.9990,0,000
1560079160.7218878,+011.74,+1.3738,+088.25,+0.9990,0,000
1560079182.747398,+011.74,+1.3738,+088.25,+0.9991,0,000
1560079204.7722347,+011.74,+1.3739,+088.23,+0.9991,0,000
1560079226.7968838,+011.74,+1.3739,+088.23,+0.9991,0,000
1560079248.8224292,+011.74,+1.3739,+088.21,+0.9991,0,000
1560079270.8475807,+011.74,+1.3739,+088.21,+0.9991,0,000
1560079292.8732166,+011.74,+1.3739,+088.21,+0.9991,0,000
1560079314.8986647,+011.74,+1.3739,+088.19,+0.9992,0,000
1560079336.9242716,+011.74,+1.3740,+088.19,+0.9992,0,000
1560079358.9499204,+011.74,+1.3740,+088.17,+0.9992,0,000
1560079380.9755368,+011.74,+1.3740,+088.17,+0.9992,0,000
1560079403.0010588,+011.74,+1.3740,+088.17,+0.9992,0,000
1560079425.0267646,+011.74,+1.3740,+088.16,+0.9992,0,000
1560079447.052313,+011.74,+1.3740,+088.16,+0.9992,0,000
1560079469.0768328,+011.74,+1.3740,+088.15,+0.9993,0,000
1560079491.1023285,+011.74,+1.3741,+088.14,+0.9993,0,000
1560079513.127621,+011.74,+1.3741,+088.13,+0.9993,0,000
1560079535.1531944,+011.73,+1.3741,+088.12,+0.9993,0,000
1560079557.1788614,+011.73,+1.3741,+088.12,+0.9993,0,000
1560079579.2042987,+011.73,+1.3741,+088.10,+0.9993,0,000
1560079601.2296133,+011.73,+1.3742,+088.10,+0.9994,0,000
1560079623.253355,+011.73,+1.3742,+088.10,+0.9994,0,000
1560079645.2762616,+011.73,+1.3742,+088.08,+0.9994,0,000
1560079667.2989748,+011.73,+1.3742,+088.08,+0.9994,0,000
1560079689.323717,+011.73,+1.3742,+088.07,+0.9994,0,000
1560079711.3481648,+011.73,+1.3742,+088.06,+0.9994,0,000
1560079733.3729851,+011.73,+1.3743,+088.06,+0.9994,0,000
1560079755.3985648,+011.73,+1.3743,+088.04,+0.9995,0,000
1560079777.4242184,+011.73,+1.3743,+088.04,+0.9995,0,000
1560079799.4496064,+011.73,+1.3743,+088.04,+0.9995,0,000
1560079821.4735537,+011.73,+1.3743,+088.02,+0.9995,0,000
1560079843.498688,+011.73,+1.3743,+088.02,+0.9995,0,000
1560079865.5240853,+011.72,+1.3744,+088.00,+0.9995,0,000
1560079887.54955,+011.72,+1.3744,+088.00,+0.9995,0,000
1560079909.5729349,+011.72,+1.3744,+088.00,+0.9995,0,000
1560079931.5962107,+011.72,+1.3744,+087.98,+0.9996,0,000
1560079953.6214542,+011.72,+1.3744,+087.98,+0.9996,0,000
1560079975.646819,+011.72,+1.3745,+087.97,+0.9996,0,000
1560079997.6722434,+011.72,+1.3745,+087.97,+0.9996,0,000
1560080019.6969929,+011.72,+1.3745,+087.97,+0.9996,0,000
1560080041.7220864,+011.72,+1.3745,+087.94,+0.9997,0,000
1560080063.7455924,+011.72,+1.3745,+087.94,+0.9997,0,000
1560080085.7677162,+011.72,+1.3745,+087.93,+0.9997,0,000
1560080107.7917197,+011.72,+1.3746,+087.92,+0.9997,0,000
1560080129.8157444,+011.72,+1.3746,+087.92,+0.9997,0,000
1560080151.8412855,+011.72,+1.3746,+087.90,+0.9997,0,000
1560080173.864938,+011.72,+1.3746,+087.90,+0.9997,0,000
1560080195.8889933,+011.72,+1.3746,+087.89,+0.9998,0,000
1560080217.914171,+011.71,+1.3746,+087.88,+0.9998,0,000
1560080239.938532,+011.71,+1.3746,+087.88,+0.9998,0,000
1560080261.9640737,+011.71,+1.3747,+087.86,+0.9998,0,000
1560080283.9885926,+011.71,+1.3747,+087.86,+0.9998,0,000
1560080306.0095766,+011.71,+1.3747,+087.85,+0.9998,0,000
1560080328.0322597,+011.71,+1.3748,+087.85,+0.9998,0,000
1560080350.0561106,+011.71,+1.3748,+087.85,+0.9998,0,000
1560080372.0809894,+011.71,+1.3748,+087.83,+0.9999,0,000
1560080394.1050043,+011.71,+1.3748,+087.83,+0.9999,0,000
1560080416.1303809,+011.71,+1.3748,+087.83,+0.9999,0,000
1560080438.1559625,+011.71,+1.3748,+087.81,+0.9999,0,000
1560080460.1814616,+011.71,+1.3748,+087.81,+0.9999,0,000
1560080482.2069252,+011.71,+1.3749,+087.80,+1.0000,0,000
1560080504.2321754,+011.71,+1.3749,+087.79,+1.0000,0,000
1560080526.2576675,+011.71,+1.3749,+087.79,+1.0000,0,000
1560080548.283017,+011.70,+1.3749,+087.77,+1.0000,0,000
1560080570.308605,+011.70,+1.3749,+087.77,+1.0000,0,000
1560080592.3340757,+011.70,+1.3749,+087.77,+1.0000,0,000
1560080614.3596697,+011.70,+1.3750,+087.76,+1.0000,0,000
1560080636.384923,+011.70,+1.3750,+087.75,+1.0000,0,000
1560080658.4103544,+011.70,+1.3750,+087.75,+1.0001,0,000
1560080680.4359086,+011.70,+1.3750,+087.73,+1.0001,0,000
1560080702.4614873,+011.70,+1.3750,+087.73,+1.0001,0,000
1560080724.4868255,+011.70,+1.3750,+087.71,+1.0001,0,000
1560080746.5123048,+011.70,+1.3750,+087.71,+1.0001,0,000
1560080768.5378432,+011.70,+1.3750,+087.71,+1.0001,0,000
1560080790.5604138,+011.70,+1.3751,+087.69,+1.0002,0,000
1560080812.584737,+011.70,+1.3751,+087.69,+1.0002,0,000
1560080834.6101525,+011.70,+1.3751,+087.67,+1.0002,0,000
1560080856.6355107,+011.70,+1.3751,+087.67,+1.0002,0,000
1560080878.6609375,+011.70,+1.3751,+087.67,+1.0002,0,000
1560080900.68538,+011.70,+1.3751,+087.65,+1.0002,0,000
1560080922.707662,+011.70,+1.3751,+087.65,+1.0002,0,000
1560080944.7322044,+011.69,+1.3752,+087.64,+1.0003,0,000
1560080966.7561505,+011.69,+1.3752,+087.64,+1.0003,0,000
1560080988.780879,+011.69,+1.3752,+087.64,+1.0003,0,000
1560081010.8046303,+011.69,+1.3752,+087.62,+1.0003,0,000
1560081032.8289692,+011.69,+1.3752,+087.62,+1.0003,0,000
1560081054.8529637,+011.69,+1.3753,+087.60,+1.0003,0,000
1560081076.8782578,+011.69,+1.3753,+087.59,+1.0003,0,000
1560081098.9036906,+011.69,+1.3753,+087.59,+1.0004,0,000
1560081120.9282525,+011.69,+1.3753,+087.57,+1.0004,0,000
1560081142.9524014,+011.69,+1.3753,+087.57,+1.0004,0,000
1560081164.976868,+011.69,+1.3753,+087.56,+1.0004,0,000
1560081187.001339,+011.69,+1.3754,+087.55,+1.0004,0,000
1560081209.0249403,+011.69,+1.3754,+087.55,+1.0004,0,000
1560081231.048401,+011.69,+1.3754,+087.54,+1.0004,0,000
1560081253.0733035,+011.69,+1.3754,+087.54,+1.0005,0,000
1560081275.0989273,+011.69,+1.3754,+087.53,+1.0005,0,000
1560081297.123724,+011.69,+1.3754,+087.52,+1.0005,0,000
1560081319.1479933,+011.69,+1.3755,+087.52,+1.0005,0,000
1560081341.1723638,+011.68,+1.3755,+087.50,+1.0005,0,000
1560081363.1977305,+011.68,+1.3755,+087.50,+1.0005,0,000
1560081385.2232735,+011.68,+1.3755,+087.48,+1.0006,0,000
1560081407.2487454,+011.68,+1.3755,+087.48,+1.0006,0,000
1560081429.2740688,+011.68,+1.3756,+087.48,+1.0006,0,000
1560081451.2975712,+011.68,+1.3756,+087.46,+1.0006,0,000
1560081473.32282,+011.68,+1.3756,+087.46,+1.0006,0,000
1560081495.3483903,+011.68,+1.3756,+087.45,+1.0006,0,000
1560081517.3729599,+011.68,+1.3756,+087.44,+1.0006,0,000
1560081539.3975143,+011.68,+1.3756,+087.44,+1.0006,0,000
1560081561.4230871,+011.68,+1.3756,+087.42,+1.0007,0,000
1560081583.4476554,+011.68,+1.3757,+087.42,+1.0007,0,000
1560081605.4709935,+011.68,+1.3757,+087.42,+1.0007,0,000
1560081627.496537,+011.68,+1.3757,+087.40,+1.0007,0,000
1560081649.5215552,+011.68,+1.3757,+087.40,+1.0007,0,000
1560081671.5455952,+011.68,+1.3757,+087.39,+1.0008,0,000
1560081693.5674486,+011.67,+1.3758,+087.38,+1.0008,0,000
1560081715.5910146,+011.67,+1.3758,+087.38,+1.0008,0,000
1560081737.6161036,+011.67,+1.3758,+087.36,+1.0008,0,000
1560081759.641531,+011.67,+1.3758,+087.36,+1.0008,0,000
1560081781.6652913,+011.67,+1.3758,+087.35,+1.0008,0,000
1560081803.6906574,+011.67,+1.3758,+087.34,+1.0008,0,000
1560081825.715027,+011.67,+1.3758,+087.34,+1.0008,0,000
1560081847.7391396,+011.67,+1.3759,+087.33,+1.0009,0,000
1560081869.7615702,+011.67,+1.3759,+087.33,+1.0009,0,000
1560081891.7849364,+011.67,+1.3759,+087.31,+1.0009,0,000
1560081913.8074787,+011.67,+1.3759,+087.31,+1.0009,0,000
1560081935.832864,+011.67,+1.3759,+087.31,+1.0009,0,000
1560081957.8575563,+011.67,+1.3759,+087.29,+1.0010,0,000
1560081979.8830125,+011.67,+1.3759,+087.29,+1.0010,0,000
1560082001.9083133,+011.67,+1.3759,+087.29,+1.0010,0,000
1560082023.9336817,+011.67,+1.3759,+087.27,+1.0010,0,000
1560082045.9570165,+011.67,+1.3760,+087.27,+1.0010,0,000
1560082067.9808788,+011.67,+1.3760,+087.24,+1.0010,0,000
1560082090.0052366,+011.66,+1.3760,+087.24,+1.0010,0,000
1560082112.0302756,+011.66,+1.3760,+087.24,+1.0011,0,000
1560082134.0557244,+011.66,+1.3760,+087.23,+1.0011,0,000
1560082156.0810454,+011.66,+1.3761,+087.23,+1.0011,0,000
1560082178.1065576,+011.66,+1.3761,+087.21,+1.0011,0,000
1560082200.1320598,+011.66,+1.3761,+087.21,+1.0011,0,000
1560082222.1576548,+011.66,+1.3761,+087.20,+1.0011,0,000
1560082244.1833167,+011.66,+1.3761,+087.19,+1.0011,0,000
1560082266.2089784,+011.66,+1.3761,+087.19,+1.0011,0,000
1560082288.2333984,+011.66,+1.3761,+087.18,+1.0012,0,000
1560082310.2590225,+011.66,+1.3762,+087.17,+1.0012,0,000
1560082332.2844026,+011.66,+1.3762,+087.17,+1.0012,0,000
1560082354.3098207,+011.66,+1.3762,+087.15,+1.0012,0,000
1560082376.3352463,+011.66,+1.3762,+087.15,+1.0012,0,000
1560082398.3600268,+011.66,+1.3763,+087.13,+1.0013,0,000
1560082420.3844197,+011.66,+1.3763,+087.13,+1.0013,0,000
1560082442.4101746,+011.65,+1.3763,+087.13,+1.0013,0,000
1560082464.4356897,+011.65,+1.3763,+087.12,+1.0013,0,000
1560082486.4612932,+011.65,+1.3763,+087.11,+1.0013,0,000
1560082508.4849253,+011.65,+1.3763,+087.11,+1.0013,0,000
1560082530.5075157,+011.65,+1.3764,+087.09,+1.0013,0,000
1560082552.5329132,+011.65,+1.3764,+087.09,+1.0013,0,000
1560082574.5569031,+011.65,+1.3764,+087.07,+1.0014,0,000
1560082596.5813472,+011.65,+1.3764,+087.07,+1.0014,0,000
1560082618.6067865,+011.65,+1.3764,+087.07,+1.0014,0,000
1560082640.6322904,+011.65,+1.3764,+087.05,+1.0014,0,000
1560082662.6578245,+011.65,+1.3764,+087.05,+1.0014,0,000
1560082684.683274,+011.65,+1.3764,+087.04,+1.0014,0,000
1560082706.7088356,+011.65,+1.3765,+087.03,+1.0015,0,000
1560082728.7328787,+011.65,+1.3765,+087.03,+1.0015,0,000
1560082750.7583985,+011.65,+1.3765,+087.02,+1.0015,0,000
1560082772.7838426,+011.65,+1.3765,+087.02,+1.0015,0,000
1560082794.8080413,+011.64,+1.3766,+087.01,+1.0015,0,000
1560082816.8329163,+011.64,+1.3766,+087.00,+1.0015,0,000
1560082838.8583934,+011.64,+1.3766,+087.00,+1.0015,0,000
1560082860.8839476,+011.64,+1.3766,+086.98,+1.0016,0,000
1560082882.9091444,+011.64,+1.3766,+086.98,+1.0016,0,000
1560082904.9347003,+011.64,+1.3766,+086.97,+1.0016,0,000
1560082926.9604518,+011.64,+1.3767,+086.96,+1.0016,0,000
1560082948.9848108,+011.64,+1.3767,+086.96,+1.0016,0,000
1560082971.0089982,+011.64,+1.3767,+086.95,+1.0016,0,000
1560082993.0341303,+011.64,+1.3767,+086.94,+1.0016,0,000
1560083015.0596092,+011.64,+1.3767,+086.94,+1.0017,0,000
1560083037.0841134,+011.64,+1.3767,+086.92,+1.0017,0,000
1560083059.1094515,+011.64,+1.3767,+086.92,+1.0017,0,000
1560083081.1348546,+011.64,+1.3767,+086.91,+1.0017,0,000
1560083103.158367,+011.64,+1.3768,+086.90,+1.0017,0,000
1560083125.1840768,+011.64,+1.3768,+086.90,+1.0017,0,000
1560083147.209842,+011.64,+1.3768,+086.88,+1.0018,0,000
1560083169.2355225,+011.63,+1.3768,+086.88,+1.0018,0,000
1560083191.2611742,+011.63,+1.3768,+086.87,+1.0018,0,000
1560083213.2869766,+011.63,+1.3769,+086.86,+1.0018,0,000
1560083235.3126705,+011.63,+1.3769,+086.86,+1.0018,0,000
1560083257.338472,+011.63,+1.3769,+086.84,+1.0018,0,000
1560083279.3641493,+011.63,+1.3769,+086.84,+1.0018,0,000
1560083301.3896203,+011.63,+1.3769,+086.82,+1.0019,0,000
1560083323.4152653,+011.63,+1.3769,+086.82,+1.0019,0,000
1560083345.4407618,+011.63,+1.3769,+086.82,+1.0019,0,000
1560083367.4664087,+011.63,+1.3769,+086.80,+1.0019,0,000
1560083389.4920397,+011.63,+1.3770,+086.80,+1.0019,0,000
1560083411.5175142,+011.63,+1.3770,+086.80,+1.0019,0,000
1560083433.5432458,+011.63,+1.3770,+086.78,+1.0019,0,000
1560083455.5677578,+011.63,+1.3770,+086.78,+1.0019,0,000
1560083477.5934427,+011.63,+1.3771,+086.77,+1.0020,0,000
1560083499.6191144,+011.63,+1.3771,+086.76,+1.0020,0,000
1560083521.6446671,+011.62,+1.3771,+086.76,+1.0020,0,000
1560083543.6702185,+011.62,+1.3771,+086.74,+1.0020,0,000
1560083565.6923435,+011.62,+1.3771,+086.74,+1.0020,0,000
1560083587.7176805,+011.62,+1.3771,+086.73,+1.0021,0,000
1560083609.7432122,+011.62,+1.3772,+086.72,+1.0021,0,000
1560083631.7688391,+011.62,+1.3772,+086.72,+1.0021,0,000
1560083653.7934484,+011.62,+1.3772,+086.71,+1.0021,0,000
1560083675.8189256,+011.62,+1.3772,+086.71,+1.0021,0,000
1560083697.8441567,+011.62,+1.3772,+086.70,+1.0021,0,000
1560083719.868764,+011.62,+1.3772,+086.69,+1.0021,0,000
1560083741.8941953,+011.62,+1.3772,+086.69,+1.0021,0,000
1560083763.918254,+011.62,+1.3772,+086.67,+1.0022,0,000
1560083785.943759,+011.62,+1.3773,+086.67,+1.0022,0,000
1560083807.9695168,+011.62,+1.3773,+086.66,+1.0022,0,000
1560083829.9949613,+011.62,+1.3773,+086.65,+1.0022,0,000
1560083852.016982,+011.62,+1.3773,+086.65,+1.0022,0,000
1560083874.0426993,+011.62,+1.3773,+086.63,+1.0023,0,000
1560083896.0683527,+011.62,+1.3774,+086.63,+1.0023,0,000
1560083918.0941942,+011.61,+1.3774,+086.62,+1.0023,0,000
1560083940.1196666,+011.61,+1.3774,+086.61,+1.0023,0,000
1560083962.1449146,+011.61,+1.3774,+086.61,+1.0023,0,000
1560083984.1707323,+011.61,+1.3774,+086.60,+1.0023,0,000
1560084006.1963289,+011.61,+1.3774,+086.59,+1.0023,0,000
1560084028.2216308,+011.61,+1.3774,+086.59,+1.0023,0,000
1560084050.2470696,+011.61,+1.3775,+086.58,+1.0024,0,000
1560084072.2725625,+011.61,+1.3775,+086.57,+1.0024,0,000
1560084094.2983472,+011.61,+1.3775,+086.57,+1.0024,0,000
1560084116.323882,+011.61,+1.3775,+086.55,+1.0024,0,000
1560084138.3496323,+011.61,+1.3775,+086.55,+1.0024,0,000
1560084160.3741474,+011.61,+1.3775,+086.53,+1.0024,0,000
1560084182.3982875,+011.61,+1.3775,+086.53,+1.0024,0,000
1560084204.4238274,+011.61,+1.3775,+086.52,+1.0025,0,000
1560084226.4495869,+011.61,+1.3776,+086.51,+1.0025,0,000
1560084248.473484,+011.61,+1.3776,+086.51,+1.0025,0,000
1560084270.497625,+011.61,+1.3776,+086.49,+1.0025,0,000
1560084292.523175,+011.60,+1.3776,+086.49,+1.0025,0,000
1560084314.548785,+011.60,+1.3776,+086.49,+1.0025,0,000
1560084336.5744104,+011.60,+1.3777,+086.47,+1.0026,0,000
1560084358.5968502,+011.60,+1.3777,+086.47,+1.0026,0,000
1560084380.620745,+011.60,+1.3777,+086.46,+1.0026,0,000
1560084402.6436906,+011.60,+1.3777,+086.45,+1.0026,0,000
1560084424.6694903,+011.60,+1.3777,+086.45,+1.0026,0,000
1560084446.6948118,+011.60,+1.3777,+086.43,+1.0026,0,000
1560084468.7203364,+011.60,+1.3777,+086.43,+1.0026,0,000
1560084490.7459142,+011.60,+1.3778,+086.43,+1.0027,0,000
1560084512.7714605,+011.60,+1.3778,+086.41,+1.0027,0,000
1560084534.7970476,+011.60,+1.3778,+086.41,+1.0027,0,000
1560084556.8224216,+011.60,+1.3778,+086.40,+1.0027,0,000
1560084578.8468645,+011.60,+1.3778,+086.40,+1.0027,0,000
1560084600.8721547,+011.60,+1.3779,+086.39,+1.0027,0,000
1560084622.8976054,+011.60,+1.3779,+086.38,+1.0027,0,000
1560084644.9215724,+011.60,+1.3779,+086.38,+1.0027,0,000
1560084666.9465039,+011.60,+1.3779,+086.37,+1.0028,0,000
1560084688.972341,+011.60,+1.3779,+086.36,+1.0028,0,000
1560084710.997536,+011.59,+1.3779,+086.36,+1.0028,0,000
1560084733.0229764,+011.59,+1.3779,+086.34,+1.0028,0,000
1560084755.048239,+011.59,+1.3780,+086.34,+1.0028,0,000
1560084777.0723267,+011.59,+1.3780,+086.32,+1.0029,0,000
1560084799.0977597,+011.59,+1.3780,+086.32,+1.0029,0,000
1560084821.1233914,+011.59,+1.3780,+086.32,+1.0029,0,000
1560084843.1481528,+011.59,+1.3780,+086.30,+1.0029,0,000
1560084865.173621,+011.59,+1.3780,+086.30,+1.0029,0,000
1560084887.1991842,+011.59,+1.3780,+086.30,+1.0029,0,000
1560084909.224894,+011.59,+1.3781,+086.28,+1.0029,0,000
1560084931.2504382,+011.59,+1.3781,+086.28,+1.0029,0,000
1560084953.2760024,+011.59,+1.3781,+086.26,+1.0030,0,000
1560084975.301595,+011.59,+1.3781,+086.26,+1.0030,0,000
1560084997.327033,+011.59,+1.3781,+086.26,+1.0030,0,000
1560085019.3526757,+011.59,+1.3781,+086.24,+1.0030,0,000
1560085041.3774173,+011.59,+1.3781,+086.24,+1.0030,0,000
1560085063.4030035,+011.59,+1.3782,+086.23,+1.0030,0,000
1560085085.4285479,+011.58,+1.3782,+086.22,+1.0031,0,000
1560085107.4541037,+011.58,+1.3782,+086.22,+1.0031,0,000
1560085129.4796903,+011.58,+1.3782,+086.20,+1.0031,0,000
1560085151.5048718,+011.58,+1.3782,+086.20,+1.0031,0,000
1560085173.5304756,+011.58,+1.3782,+086.19,+1.0031,0,000
1560085195.5555656,+011.58,+1.3783,+086.18,+1.0031,0,000
1560085217.5809636,+011.58,+1.3783,+086.18,+1.0031,0,000
1560085239.6065354,+011.58,+1.3783,+086.17,+1.0032,0,000
1560085261.6316297,+011.58,+1.3783,+086.16,+1.0032,0,000
1560085283.6570568,+011.58,+1.3783,+086.16,+1.0032,0,000
1560085305.6824965,+011.58,+1.3783,+086.14,+1.0032,0,000
1560085327.7081792,+011.58,+1.3783,+086.14,+1.0032,0,000
1560085349.7335885,+011.58,+1.3783,+086.13,+1.0032,0,000
1560085371.7589426,+011.58,+1.3784,+086.12,+1.0032,0,000
1560085393.7842917,+011.58,+1.3784,+086.12,+1.0033,0,000
1560085415.8098226,+011.58,+1.3784,+086.10,+1.0033,0,000
1560085437.8351223,+011.58,+1.3784,+086.10,+1.0033,0,000
1560085459.8604057,+011.57,+1.3785,+086.10,+1.0033,0,000
1560085481.8844035,+011.57,+1.3785,+086.08,+1.0033,0,000
1560085503.908384,+011.57,+1.3785,+086.08,+1.0033,0,000
1560085525.9329789,+011.57,+1.3785,+086.07,+1.0034,0,000
1560085547.9585047,+011.57,+1.3785,+086.07,+1.0034,0,000
1560085569.9840944,+011.57,+1.3785,+086.07,+1.0034,0,000
1560085592.0097098,+011.57,+1.3785,+086.05,+1.0034,0,000
1560085614.0335941,+011.57,+1.3786,+086.05,+1.0034,0,000
1560085636.0562837,+011.57,+1.3786,+086.03,+1.0034,0,000
1560085658.0810094,+011.57,+1.3786,+086.03,+1.0034,0,000
1560085680.1053336,+011.57,+1.3786,+086.02,+1.0034,0,000
1560085702.1307924,+011.57,+1.3786,+086.01,+1.0035,0,000
1560085724.1557148,+011.57,+1.3787,+086.01,+1.0035,0,000
1560085746.1809442,+011.57,+1.3787,+086.00,+1.0035,0,000
1560085768.205177,+011.57,+1.3787,+085.99,+1.0035,0,000
1560085790.2309093,+011.57,+1.3787,+085.99,+1.0035,0,000
1560085812.2565129,+011.56,+1.3787,+085.97,+1.0035,0,000
1560085834.2823393,+011.56,+1.3787,+085.97,+1.0035,0,000
1560085856.3080888,+011.56,+1.3787,+085.97,+1.0036,0,000
1560085878.3336687,+011.56,+1.3788,+085.95,+1.0036,0,000
1560085900.358074,+011.56,+1.3788,+085.95,+1.0036,0,000
1560085922.3835344,+011.56,+1.3788,+085.94,+1.0036,0,000
1560085944.408104,+011.56,+1.3788,+085.94,+1.0036,0,000
1560085966.4334579,+011.56,+1.3788,+085.93,+1.0036,0,000
1560085988.459032,+011.56,+1.3788,+085.92,+1.0036,0,000
1560086010.4845557,+011.56,+1.3788,+085.91,+1.0037,0,000
1560086032.5100098,+011.56,+1.3788,+085.91,+1.0037,0,000
1560086054.535633,+011.56,+1.3789,+085.89,+1.0037,0,000
1560086076.5610185,+011.56,+1.3789,+085.89,+1.0037,0,000
1560086098.584979,+011.56,+1.3789,+085.89,+1.0037,0,000
1560086120.610557,+011.56,+1.3789,+085.88,+1.0037,0,000
1560086142.6361866,+011.56,+1.3789,+085.88,+1.0037,0,000
1560086164.6618001,+011.56,+1.3790,+085.88,+1.0038,0,000
1560086186.6872246,+011.56,+1.3790,+085.86,+1.0038,0,000
1560086208.7124949,+011.55,+1.3790,+085.86,+1.0038,0,000
1560086230.736922,+011.55,+1.3790,+085.85,+1.0038,0,000
1560086252.7615771,+011.55,+1.3790,+085.83,+1.0038,0,000
1560086274.7872212,+011.55,+1.3790,+085.83,+1.0038,0,000
1560086296.812756,+011.55,+1.3791,+085.81,+1.0039,0,000
1560086318.8380923,+011.55,+1.3791,+085.81,+1.0039,0,000
1560086340.8636138,+011.55,+1.3791,+085.81,+1.0039,0,000
1560086362.8892612,+011.55,+1.3791,+085.79,+1.0039,0,000
1560086384.9144962,+011.55,+1.3791,+085.79,+1.0039,0,000
1560086406.939465,+011.55,+1.3792,+085.78,+1.0039,0,000
1560086428.9648843,+011.55,+1.3792,+085.77,+1.0039,0,000
1560086450.990424,+011.55,+1.3792,+085.77,+1.0039,0,000
1560086473.0152204,+011.55,+1.3792,+085.77,+1.0039,0,000
1560086495.0408967,+011.55,+1.3792,+085.76,+1.0040,0,000
1560086517.066446,+011.55,+1.3792,+085.76,+1.0040,0,000
1560086539.092221,+011.55,+1.3792,+085.74,+1.0040,0,000
1560086561.117875,+011.55,+1.3792,+085.74,+1.0040,0,000
1560086583.1430345,+011.54,+1.3793,+085.74,+1.0040,0,000
1560086605.168682,+011.54,+1.3793,+085.72,+1.0040,0,000
1560086627.1942334,+011.54,+1.3793,+085.72,+1.0040,0,000
1560086649.2195244,+011.54,+1.3793,+085.71,+1.0041,0,000
1560086671.2451096,+011.54,+1.3793,+085.70,+1.0041,0,000
1560086693.2707326,+011.54,+1.3793,+085.70,+1.0041,0,000
1560086715.2962475,+011.54,+1.3793,+085.68,+1.0041,0,000
1560086737.3215876,+011.54,+1.3793,+085.68,+1.0041,0,000
1560086759.3470886,+011.54,+1.3794,+085.68,+1.0041,0,000
1560086781.3727887,+011.54,+1.3794,+085.66,+1.0042,0,000
1560086803.3982801,+011.54,+1.3794,+085.66,+1.0042,0,000
1560086825.4235392,+011.54,+1.3794,+085.65,+1.0042,0,000
1560086847.4491532,+011.54,+1.3794,+085.64,+1.0042,0,000
1560086869.473584,+011.54,+1.3795,+085.62,+1.0042,0,000
1560086891.4991767,+011.54,+1.3795,+085.62,+1.0042,0,000
1560086913.5246918,+011.54,+1.3795,+085.60,+1.0043,0,000
