t,Sensor T [K],Sensor V [V],Control T [K],Control V [V],Heater Range [a.u.],Heater % [a.u.]
1559859966.9939477,+215.0,+0.7207,+257.1,+0.6214,0,000
1559859989.0185745,+214.9,+0.7209,+257.1,+0.6215,0,000
1559860011.044485,+214.9,+0.7210,+257.0,+0.6216,0,000
1559860033.0700436,+214.8,+0.7212,+257.0,+0.6217,0,000
1559860055.0957098,+214.7,+0.7214,+256.9,+0.6219,0,000
1559860077.1215262,+214.6,+0.7215,+256.9,+0.6220,0,000
1559860099.1471922,+214.6,+0.7217,+256.8,+0.6221,0,000
1559860121.1723266,+214.5,+0.7218,+256.8,+0.6222,0,000
1559860143.1981413,+214.4,+0.7220,+256.8,+0.6223,0,000
1559860165.2237856,+214.4,+0.7222,+256.7,+0.6224,0,000
1559860187.2483764,+214.3,+0.7223,+256.7,+0.6225,0,000
1559860209.2736557,+214.2,+0.7225,+256.6,+0.6226,0,000
1559860231.299325,+214.2,+0.7227,+256.6,+0.6227,0,000
1559860253.3244567,+214.1,+0.7228,+256.5,+0.6228,0,000
1559860275.3502517,+214.0,+0.7230,+256.5,+0.6230,0,000
1559860297.3757095,+214.0,+0.7231,+256.4,+0.6231,0,000
1559860319.3997407,+213.9,+0.7233,+256.4,+0.6232,0,000
1559860341.42493,+213.8,+0.7235,+256.3,+0.6233,0,000
1559860363.4483826,+213.7,+0.7236,+256.3,+0.6234,0,000
1559860385.4740064,+213.7,+0.7238,+256.2,+0.6235,0,000
1559860407.4993737,+213.6,+0.7239,+256.2,+0.6236,0,000
1559860429.524983,+213.5,+0.7241,+256.2,+0.6237,0,000
1559860451.5506399,+213.5,+0.7243,+256.1,+0.6238,0,000
1559860473.5763295,+213.4,+0.7244,+256.1,+0.6239,0,000
1559860495.6017494,+213.3,+0.7246,+256.0,+0.6240,0,000
1559860517.6272995,+213.3,+0.7248,+256.0,+0.6241,0,000
1559860539.6523716,+213.2,+0.7249,+255.9,+0.6243,0,000
1559860561.6775844,+213.1,+0.7251,+255.9,+0.6244,0,000
1559860583.7032173,+213.0,+0.7252,+255.8,+0.6245,0,000
1559860605.7287936,+213.0,+0.7254,+255.8,+0.6246,0,000
1559860627.7523327,+212.9,+0.7256,+255.7,+0.6247,0,000
1559860649.7780368,+212.8,+0.7257,+255.7,+0.6248,0,000
1559860671.8023605,+212.8,+0.7259,+255.7,+0.6249,0,000
1559860693.8278728,+212.7,+0.7260,+255.6,+0.6250,0,000
1559860715.853566,+212.6,+0.7262,+255.6,+0.6251,0,000
1559860737.8790805,+212.6,+0.7264,+255.5,+0.6252,0,000
1559860759.9037337,+212.5,+0.7265,+255.5,+0.6254,0,000
1559860781.9295487,+212.4,+0.7267,+255.4,+0.6255,0,000
1559860803.9551446,+212.4,+0.7269,+255.4,+0.6256,0,000
1559860825.9797614,+212.3,+0.7270,+255.3,+0.6257,0,000
1559860848.004986,+212.2,+0.7272,+255.3,+0.6258,0,000
1559860870.0282192,+212.1,+0.7273,+255.2,+0.6259,0,000
1559860892.053573,+212.1,+0.7275,+255.2,+0.6260,0,000
1559860914.0791485,+212.0,+0.7277,+255.1,+0.6261,0,000
1559860936.1047447,+211.9,+0.7278,+255.1,+0.6262,0,000
1559860958.1304421,+211.9,+0.7280,+255.1,+0.6263,0,000
1559860980.1553757,+211.8,+0.7281,+255.0,+0.6264,0,000
1559861002.1807048,+211.7,+0.7283,+255.0,+0.6265,0,000
1559861024.2061496,+211.7,+0.7284,+254.9,+0.6267,0,000
1559861046.2317686,+211.6,+0.7286,+254.9,+0.6268,0,000
1559861068.2572496,+211.5,+0.7288,+254.8,+0.6269,0,000
1559861090.2816439,+211.5,+0.7289,+254.8,+0.6270,0,000
1559861112.3069842,+211.4,+0.7291,+254.7,+0.6271,0,000
1559861134.3327403,+211.3,+0.7292,+254.7,+0.6272,0,000
1559861156.3585036,+211.3,+0.7294,+254.6,+0.6273,0,000
1559861178.3837366,+211.2,+0.7296,+254.6,+0.6274,0,000
1559861200.4096334,+211.1,+0.7297,+254.6,+0.6275,0,000
1559861222.4354334,+211.1,+0.7299,+254.5,+0.6276,0,000
1559861244.4609332,+211.0,+0.7300,+254.5,+0.6277,0,000
1559861266.4856987,+210.9,+0.7302,+254.4,+0.6278,0,000
1559861288.511431,+210.8,+0.7304,+254.4,+0.6279,0,000
1559861310.5370376,+210.8,+0.7305,+254.3,+0.6281,0,000
1559861332.5628018,+210.7,+0.7307,+254.3,+0.6282,0,000
1559861354.5884128,+210.6,+0.7308,+254.2,+0.6283,0,000
1559861376.6121595,+210.6,+0.7310,+254.2,+0.6284,0,000
1559861398.6369288,+210.55,+0.7312,+254.1,+0.6285,0,000
1559861420.6626832,+210.4,+0.7313,+254.1,+0.6286,0,000
1559861442.688374,+210.4,+0.7315,+254.1,+0.6287,0,000
1559861464.7116919,+210.3,+0.7316,+254.0,+0.6288,0,000
1559861486.73553,+210.2,+0.7318,+254.0,+0.6289,0,000
1559861508.7609186,+210.2,+0.7319,+253.9,+0.6290,0,000
1559861530.7853613,+210.1,+0.7321,+253.9,+0.6291,0,000
1559861552.8111088,+210.0,+0.7323,+253.8,+0.6292,0,000
1559861574.8370001,+210.0,+0.7324,+253.8,+0.6294,0,000
1559861596.8628476,+209.9,+0.7326,+253.7,+0.6295,0,000
1559861618.8887482,+209.8,+0.7327,+253.7,+0.6296,0,000
1559861640.914522,+209.8,+0.7329,+253.6,+0.6297,0,000
1559861662.9391575,+209.7,+0.7331,+253.6,+0.6298,0,000
1559861684.9645603,+209.6,+0.7332,+253.5,+0.6299,0,000
1559861706.9897375,+209.6,+0.7334,+253.5,+0.6300,0,000
1559861729.0154648,+209.5,+0.7335,+253.5,+0.6301,0,000
1559861751.0408707,+209.4,+0.7337,+253.4,+0.6302,0,000
1559861773.0653543,+209.3,+0.7338,+253.4,+0.6303,0,000
1559861795.0890307,+209.3,+0.7340,+253.3,+0.6304,0,000
1559861817.1128373,+209.2,+0.7342,+253.3,+0.6305,0,000
1559861839.138437,+209.1,+0.7343,+253.2,+0.6307,0,000
1559861861.1623063,+209.1,+0.7345,+253.2,+0.6308,0,000
1559861883.1879425,+209.0,+0.7346,+253.1,+0.6309,0,000
1559861905.2135725,+208.9,+0.7348,+253.1,+0.6310,0,000
1559861927.2393072,+208.9,+0.7350,+253.0,+0.6311,0,000
1559861949.2650363,+208.8,+0.7351,+253.0,+0.6312,0,000
1559861971.2874851,+208.7,+0.7353,+253.0,+0.6313,0,000
1559861993.3118434,+208.7,+0.7354,+252.9,+0.6314,0,000
1559862015.3376474,+208.6,+0.7356,+252.9,+0.6315,0,000
1559862037.3632784,+208.5,+0.7358,+252.8,+0.6316,0,000
1559862059.389173,+208.5,+0.7359,+252.8,+0.6317,0,000
1559862081.4148424,+208.4,+0.7361,+252.7,+0.6318,0,000
1559862103.439729,+208.3,+0.7362,+252.7,+0.6320,0,000
1559862125.4656224,+208.3,+0.7364,+252.6,+0.6321,0,000
1559862147.4910913,+208.2,+0.7365,+252.6,+0.6322,0,000
1559862169.516468,+208.1,+0.7367,+252.6,+0.6323,0,000
1559862191.5418463,+208.1,+0.7368,+252.5,+0.6324,0,000
1559862213.5674615,+208.0,+0.7370,+252.5,+0.6325,0,000
1559862235.593384,+207.9,+0.7372,+252.4,+0.6326,0,000
1559862257.6190877,+207.9,+0.7373,+252.4,+0.6327,0,000
1559862279.644982,+207.8,+0.7375,+252.3,+0.6328,0,000
1559862301.6704514,+207.7,+0.7376,+252.3,+0.6329,0,000
1559862323.695615,+207.7,+0.7378,+252.2,+0.6330,0,000
1559862345.7207327,+207.6,+0.7379,+252.24,+0.6331,0,000
1559862367.743607,+207.5,+0.7381,+252.1,+0.6332,0,000
1559862389.7676075,+207.4,+0.7383,+252.1,+0.6333,0,000
1559862411.793139,+207.4,+0.7384,+252.1,+0.6334,0,000
1559862433.8175442,+207.3,+0.7386,+252.0,+0.6336,0,000
1559862455.8430672,+207.3,+0.7387,+252.0,+0.6337,0,000
1559862477.8684156,+207.2,+0.7389,+251.9,+0.6338,0,000
1559862499.8935888,+207.1,+0.7390,+251.9,+0.6339,0,000
1559862521.9190903,+207.0,+0.7392,+251.8,+0.6340,0,000
1559862543.9443867,+207.0,+0.7394,+251.8,+0.6341,0,000
1559862565.9700377,+206.9,+0.7395,+251.7,+0.6342,0,000
1559862587.9954097,+206.8,+0.7397,+251.7,+0.6343,0,000
1559862610.0205948,+206.8,+0.7398,+251.7,+0.6344,0,000
1559862632.0460877,+206.7,+0.7400,+251.6,+0.6345,0,000
1559862654.0715137,+206.6,+0.7401,+251.6,+0.6346,0,000
1559862676.096736,+206.6,+0.7403,+251.5,+0.6347,0,000
1559862698.121923,+206.5,+0.7405,+251.5,+0.6348,0,000
1559862720.1470494,+206.4,+0.7406,+251.4,+0.6349,0,000
1559862742.1723928,+206.4,+0.7408,+251.4,+0.6350,0,000
1559862764.19799,+206.3,+0.7409,+251.3,+0.6352,0,000
1559862786.223441,+206.2,+0.7411,+251.3,+0.6353,0,000
1559862808.2489297,+206.2,+0.7412,+251.2,+0.6354,0,000
1559862830.274465,+206.1,+0.7414,+251.2,+0.6355,0,000
1559862852.3001168,+206.0,+0.7416,+251.2,+0.6356,0,000
1559862874.3255932,+206.0,+0.7417,+251.1,+0.6357,0,000
1559862896.3510988,+205.9,+0.7419,+251.1,+0.6358,0,000
1559862918.37666,+205.8,+0.7420,+251.0,+0.6359,0,000
1559862940.4021227,+205.8,+0.7422,+251.0,+0.6360,0,000
1559862962.4276886,+205.7,+0.7423,+250.9,+0.6361,0,000
1559862984.452961,+205.6,+0.7425,+250.9,+0.6362,0,000
1559863006.4785068,+205.6,+0.7426,+250.8,+0.6363,0,000
1559863028.5041485,+205.5,+0.7428,+250.8,+0.6364,0,000
1559863050.5296829,+205.4,+0.7430,+250.8,+0.6365,0,000
1559863072.5551183,+205.4,+0.7431,+250.7,+0.6366,0,000
1559863094.580552,+205.3,+0.7433,+250.7,+0.6368,0,000
1559863116.606035,+205.2,+0.7434,+250.6,+0.6369,0,000
1559863138.6316464,+205.2,+0.7436,+250.6,+0.6370,0,000
1559863160.6571627,+205.1,+0.7437,+250.5,+0.6371,0,000
1559863182.6825655,+205.0,+0.7439,+250.5,+0.6372,0,000
1559863204.7070904,+205.0,+0.7441,+250.4,+0.6373,0,000
1559863226.732259,+204.9,+0.7442,+250.4,+0.6374,0,000
1559863248.75683,+204.8,+0.7444,+250.3,+0.6375,0,000
1559863270.7813358,+204.8,+0.7445,+250.3,+0.6376,0,000
1559863292.806737,+204.7,+0.7447,+250.3,+0.6377,0,000
1559863314.832138,+204.6,+0.7448,+250.2,+0.6378,0,000
1559863336.857461,+204.6,+0.7450,+250.2,+0.6379,0,000
1559863358.8829858,+204.5,+0.7451,+250.1,+0.6380,0,000
1559863380.9082923,+204.4,+0.7453,+250.1,+0.6381,0,000
1559863402.93241,+204.4,+0.7455,+250.0,+0.6382,0,000
1559863424.9568982,+204.3,+0.7456,+250.0,+0.6384,0,000
1559863446.982524,+204.2,+0.7458,+249.9,+0.6385,0,000
1559863469.0060208,+204.1,+0.7459,+249.9,+0.6386,0,000
1559863491.0316498,+204.1,+0.7461,+249.9,+0.6387,0,000
1559863513.0570133,+204.0,+0.7462,+249.8,+0.6388,0,000
1559863535.0826833,+204.0,+0.7464,+249.8,+0.6389,0,000
1559863557.1076634,+203.9,+0.7465,+249.7,+0.6390,0,000
1559863579.1331627,+203.8,+0.7467,+249.7,+0.6391,0,000
1559863601.156683,+203.7,+0.7469,+249.6,+0.6392,0,000
1559863623.1803353,+203.7,+0.7470,+249.6,+0.6393,0,000
1559863645.2057092,+203.6,+0.7472,+249.5,+0.6394,0,000
1559863667.2291756,+203.5,+0.7473,+249.5,+0.6395,0,000
1559863689.2535837,+203.5,+0.7475,+249.5,+0.6396,0,000
1559863711.2791946,+203.4,+0.7476,+249.4,+0.6397,0,000
1559863733.3047726,+203.3,+0.7478,+249.4,+0.6398,0,000
1559863755.3301938,+203.3,+0.7479,+249.3,+0.6399,0,000
1559863777.3551536,+203.2,+0.7481,+249.3,+0.6400,0,000
1559863799.3797305,+203.2,+0.7483,+249.2,+0.6402,0,000
1559863821.4054148,+203.1,+0.7484,+249.2,+0.6403,0,000
1559863843.4309616,+203.0,+0.7486,+249.1,+0.6404,0,000
1559863865.4563453,+202.9,+0.7487,+249.1,+0.6405,0,000
1559863887.4815915,+202.9,+0.7489,+249.1,+0.6406,0,000
1559863909.5071628,+202.8,+0.7490,+249.0,+0.6407,0,000
1559863931.5328436,+202.7,+0.7492,+249.0,+0.6408,0,000
1559863953.5583282,+202.7,+0.7494,+248.9,+0.6409,0,000
1559863975.5840032,+202.6,+0.7495,+248.9,+0.6410,0,000
1559863997.6094298,+202.5,+0.7497,+248.8,+0.6411,0,000
1559864019.6350255,+202.5,+0.7498,+248.8,+0.6412,0,000
1559864041.6606529,+202.4,+0.7500,+248.7,+0.6413,0,000
1559864063.6843512,+202.3,+0.7501,+248.7,+0.6414,0,000
1559864085.7088594,+202.3,+0.7503,+248.7,+0.6415,0,000
1559864107.7324162,+202.2,+0.7504,+248.6,+0.6416,0,000
1559864129.7563112,+202.1,+0.7506,+248.6,+0.6417,0,000
1559864151.780961,+202.1,+0.7507,+248.5,+0.6418,0,000
1559864173.8037338,+202.0,+0.7509,+248.5,+0.6419,0,000
1559864195.8295076,+201.9,+0.7511,+248.4,+0.6421,0,000
1559864217.8523092,+201.9,+0.7512,+248.4,+0.6422,0,000
1559864239.8777542,+201.8,+0.7514,+248.3,+0.6423,0,000
1559864261.900284,+201.7,+0.7515,+248.3,+0.6424,0,000
1559864283.9256902,+201.7,+0.7517,+248.3,+0.6425,0,000
1559864305.9510663,+201.6,+0.7518,+248.2,+0.6426,0,000
1559864327.9766655,+201.5,+0.7520,+248.2,+0.6427,0,000
1559864350.0013525,+201.5,+0.7521,+248.1,+0.6428,0,000
1559864372.0250022,+201.4,+0.7523,+248.1,+0.6429,0,000
1559864394.0505428,+201.3,+0.7525,+248.0,+0.6430,0,000
1559864416.075707,+201.3,+0.7526,+248.0,+0.6431,0,000
1559864438.100939,+201.2,+0.7528,+247.9,+0.6432,0,000
1559864460.1264563,+201.1,+0.7529,+247.9,+0.6433,0,000
1559864482.1489975,+201.1,+0.7531,+247.9,+0.6434,0,000
1559864504.1745143,+201.0,+0.7532,+247.8,+0.6435,0,000
1559864526.2002556,+200.9,+0.7534,+247.8,+0.6436,0,000
1559864548.2258048,+200.9,+0.7535,+247.7,+0.6437,0,000
1559864570.2514873,+200.8,+0.7537,+247.7,+0.6438,0,000
1559864592.2768774,+200.7,+0.7538,+247.6,+0.6439,0,000
1559864614.302537,+200.7,+0.7540,+247.6,+0.6440,0,000
1559864636.3283536,+200.6,+0.7541,+247.5,+0.6442,0,000
1559864658.3537936,+200.5,+0.7543,+247.5,+0.6443,0,000
1559864680.3793952,+200.5,+0.7545,+247.5,+0.6444,0,000
1559864702.4051461,+200.4,+0.7546,+247.4,+0.6445,0,000
1559864724.4290106,+200.3,+0.7548,+247.4,+0.6446,0,000
1559864746.4543862,+200.3,+0.7549,+247.3,+0.6447,0,000
1559864768.4800656,+200.2,+0.7551,+247.3,+0.6448,0,000
1559864790.505707,+200.1,+0.7552,+247.2,+0.6449,0,000
1559864812.5315692,+200.1,+0.7554,+247.2,+0.6450,0,000
1559864834.5571222,+200.0,+0.7555,+247.2,+0.6451,0,000
1559864856.5829756,+199.95,+0.7557,+247.1,+0.6452,0,000
1559864878.6083283,+199.89,+0.7558,+247.1,+0.6453,0,000
1559864900.6338737,+199.82,+0.7560,+247.0,+0.6454,0,000
1559864922.6596293,+199.75,+0.7562,+247.0,+0.6455,0,000
1559864944.685414,+199.68,+0.7563,+246.9,+0.6456,0,000
1559864966.7109365,+199.62,+0.7565,+246.9,+0.6457,0,000
1559864988.73635,+199.56,+0.7566,+246.8,+0.6458,0,000
1559865010.7601967,+199.49,+0.7568,+246.8,+0.6459,0,000
1559865032.785654,+199.42,+0.7569,+246.8,+0.6460,0,000
1559865054.8112516,+199.36,+0.7571,+246.7,+0.6461,0,000
1559865076.836785,+199.29,+0.7572,+246.7,+0.6462,0,000
1559865098.8622687,+199.22,+0.7574,+246.6,+0.6463,0,000
1559865120.886163,+199.16,+0.7575,+246.6,+0.6464,0,000
1559865142.911773,+199.09,+0.7577,+246.5,+0.6466,0,000
1559865164.9357119,+199.03,+0.7578,+246.5,+0.6467,0,000
1559865186.9611259,+198.96,+0.7580,+246.4,+0.6468,0,000
1559865208.9867144,+198.89,+0.7581,+246.4,+0.6469,0,000
1559865231.0124915,+198.83,+0.7583,+246.4,+0.6470,0,000
1559865253.0377698,+198.76,+0.7585,+246.3,+0.6471,0,000
1559865275.0631084,+198.69,+0.7586,+246.3,+0.6472,0,000
1559865297.0887094,+198.63,+0.7588,+246.2,+0.6473,0,000
1559865319.1142752,+198.57,+0.7589,+246.2,+0.6474,0,000
1559865341.1396935,+198.50,+0.7591,+246.1,+0.6475,0,000
1559865363.1652806,+198.43,+0.7592,+246.1,+0.6476,0,000
1559865385.1907518,+198.37,+0.7594,+246.1,+0.6477,0,000
1559865407.2162662,+198.30,+0.7595,+246.0,+0.6478,0,000
1559865429.2420487,+198.23,+0.7597,+246.0,+0.6479,0,000
1559865451.2678282,+198.17,+0.7598,+245.9,+0.6480,0,000
1559865473.2934194,+198.11,+0.7600,+245.9,+0.6481,0,000
1559865495.318993,+198.04,+0.7601,+245.8,+0.6482,0,000
1559865517.3443136,+197.97,+0.7603,+245.8,+0.6483,0,000
1559865539.3698735,+197.91,+0.7604,+245.8,+0.6484,0,000
1559865561.3936145,+197.84,+0.7606,+245.7,+0.6485,0,000
1559865583.4184914,+197.78,+0.7608,+245.7,+0.6486,0,000
1559865605.444041,+197.71,+0.7609,+245.6,+0.6487,0,000
1559865627.4695704,+197.64,+0.7611,+245.6,+0.6488,0,000
1559865649.495173,+197.58,+0.7612,+245.5,+0.6489,0,000
1559865671.5207052,+197.51,+0.7614,+245.5,+0.6490,0,000
1559865693.5462322,+197.44,+0.7615,+245.4,+0.6492,0,000
1559865715.571667,+197.38,+0.7617,+245.4,+0.6493,0,000
1559865737.5972137,+197.31,+0.7618,+245.4,+0.6493,0,000
1559865759.6227205,+197.24,+0.7620,+245.3,+0.6495,0,000
1559865781.648254,+197.18,+0.7621,+245.3,+0.6496,0,000
1559865803.6736465,+197.11,+0.7623,+245.2,+0.6497,0,000
1559865825.6957088,+197.05,+0.7624,+245.2,+0.6498,0,000
1559865847.7197587,+196.98,+0.7626,+245.1,+0.6499,0,000
1559865869.7449822,+196.91,+0.7628,+245.1,+0.6500,0,000
1559865891.7690108,+196.85,+0.7629,+245.1,+0.6501,0,000
1559865913.7923841,+196.79,+0.7631,+245.0,+0.6502,0,000
1559865935.816836,+196.72,+0.7632,+245.0,+0.6503,0,000
1559865957.8409162,+196.65,+0.7634,+244.9,+0.6504,0,000
1559865979.8642654,+196.59,+0.7635,+244.9,+0.6505,0,000
1559866001.8877234,+196.52,+0.7637,+244.8,+0.6506,0,000
1559866023.909594,+196.45,+0.7638,+244.8,+0.6507,0,000
1559866045.932949,+196.39,+0.7640,+244.7,+0.6508,0,000
1559866067.9576044,+196.32,+0.7641,+244.7,+0.6509,0,000
1559866089.9828963,+196.26,+0.7643,+244.7,+0.6510,0,000
1559866112.0077045,+196.19,+0.7644,+244.6,+0.6511,0,000
1559866134.0295882,+196.13,+0.7646,+244.6,+0.6512,0,000
1559866156.0521963,+196.06,+0.7647,+244.5,+0.6513,0,000
1559866178.0770004,+196.00,+0.7649,+244.5,+0.6514,0,000
1559866200.1025255,+195.92,+0.7651,+244.4,+0.6515,0,000
1559866222.124794,+195.86,+0.7652,+244.4,+0.6516,0,000
1559866244.1503863,+195.80,+0.7653,+244.4,+0.6517,0,000
1559866266.1756992,+195.74,+0.7655,+244.3,+0.6518,0,000
1559866288.2003567,+195.67,+0.7657,+244.3,+0.6519,0,000
1559866310.2250388,+195.60,+0.7658,+244.2,+0.6520,0,000
1559866332.2505941,+195.54,+0.7660,+244.2,+0.6521,0,000
1559866354.276337,+195.47,+0.7661,+244.1,+0.6522,0,000
1559866376.3009014,+195.40,+0.7663,+244.1,+0.6523,0,000
1559866398.325548,+195.34,+0.7664,+244.1,+0.6524,0,000
1559866420.349593,+195.28,+0.7666,+244.0,+0.6526,0,000
1559866442.3753316,+195.21,+0.7667,+244.0,+0.6526,0,000
1559866464.400894,+195.14,+0.7669,+243.9,+0.6527,0,000
1559866486.42655,+195.07,+0.7670,+243.9,+0.6529,0,000
1559866508.4522905,+195.01,+0.7672,+243.8,+0.6530,0,000
1559866530.477,+194.94,+0.7673,+243.8,+0.6530,0,000
1559866552.5020926,+194.88,+0.7675,+243.8,+0.6532,0,000
1559866574.5277958,+194.81,+0.7676,+243.7,+0.6532,0,000
1559866596.5534773,+194.75,+0.7678,+243.7,+0.6534,0,000
1559866618.5792654,+194.68,+0.7679,+243.6,+0.6535,0,000
1559866640.6043787,+194.62,+0.7681,+243.6,+0.6536,0,000
1559866662.6301827,+194.55,+0.7682,+243.5,+0.6537,0,000
1559866684.6558223,+194.49,+0.7684,+243.5,+0.6538,0,000
1559866706.6815224,+194.42,+0.7685,+243.5,+0.6538,0,000
1559866728.7071393,+194.35,+0.7687,+243.4,+0.6540,0,000
1559866750.7322226,+194.29,+0.7688,+243.4,+0.6541,0,000
1559866772.757633,+194.22,+0.7690,+243.3,+0.6542,0,000
1559866794.7833195,+194.15,+0.7691,+243.3,+0.6543,0,000
1559866816.8089147,+194.09,+0.7693,+243.2,+0.6544,0,000
1559866838.8344674,+194.02,+0.7694,+243.2,+0.6545,0,000
1559866860.8597157,+193.95,+0.7696,+243.2,+0.6546,0,000
1559866882.8848317,+193.88,+0.7697,+243.1,+0.6547,0,000
1559866904.9104602,+193.82,+0.7699,+243.1,+0.6548,0,000
1559866926.9363384,+193.75,+0.7700,+243.0,+0.6549,0,000
1559866948.9619951,+193.69,+0.7702,+243.0,+0.6550,0,000
1559866970.987487,+193.62,+0.7703,+242.9,+0.6551,0,000
1559866993.012964,+193.55,+0.7705,+242.9,+0.6552,0,000
1559867015.037627,+193.49,+0.7706,+242.9,+0.6553,0,000
1559867037.0634015,+193.42,+0.7708,+242.8,+0.6554,0,000
1559867059.0890095,+193.35,+0.7710,+242.8,+0.6555,0,000
1559867081.1145134,+193.29,+0.7711,+242.7,+0.6556,0,000
1559867103.140435,+193.22,+0.7712,+242.7,+0.6557,0,000
1559867125.166037,+193.15,+0.7714,+242.7,+0.6558,0,000
1559867147.1917071,+193.09,+0.7716,+242.6,+0.6559,0,000
1559867169.216967,+193.02,+0.7717,+242.6,+0.6560,0,000
1559867191.2427135,+192.96,+0.7719,+242.5,+0.6561,0,000
1559867213.2682786,+192.89,+0.7720,+242.5,+0.6562,0,000
1559867235.2938056,+192.82,+0.7722,+242.4,+0.6563,0,000
1559867257.3193781,+192.75,+0.7723,+242.4,+0.6564,0,000
1559867279.3446846,+192.68,+0.7725,+242.4,+0.6565,0,000
1559867301.3701563,+192.62,+0.7726,+242.3,+0.6566,0,000
1559867323.3957334,+192.56,+0.7728,+242.3,+0.6567,0,000
1559867345.419925,+192.49,+0.7729,+242.2,+0.6568,0,000
1559867367.4453855,+192.42,+0.7731,+242.2,+0.6569,0,000
1559867389.4709256,+192.36,+0.7732,+242.1,+0.6570,0,000
1559867411.4963374,+192.29,+0.7734,+242.1,+0.6571,0,000
1559867433.5220199,+192.23,+0.7735,+242.11,+0.6572,0,000
1559867455.5476477,+192.16,+0.7737,+242.0,+0.6573,0,000
1559867477.5728288,+192.09,+0.7738,+242.0,+0.6574,0,000
1559867499.5970175,+192.03,+0.7740,+241.9,+0.6575,0,000
1559867521.6229181,+191.96,+0.7741,+241.9,+0.6576,0,000
1559867543.648624,+191.90,+0.7743,+241.9,+0.6577,0,000
1559867565.674332,+191.83,+0.7744,+241.8,+0.6578,0,000
1559867587.698485,+191.76,+0.7746,+241.8,+0.6579,0,000
1559867609.723996,+191.69,+0.7747,+241.7,+0.6580,0,000
1559867631.7484083,+191.63,+0.7749,+241.7,+0.6581,0,000
1559867653.773698,+191.57,+0.7750,+241.6,+0.6582,0,000
1559867675.7994475,+191.50,+0.7752,+241.6,+0.6583,0,000
1559867697.825232,+191.43,+0.7753,+241.6,+0.6584,0,000
1559867719.850217,+191.37,+0.7755,+241.5,+0.6585,0,000
1559867741.875913,+191.30,+0.7756,+241.5,+0.6586,0,000
1559867763.9003284,+191.24,+0.7758,+241.4,+0.6587,0,000
1559867785.9260502,+191.17,+0.7759,+241.4,+0.6588,0,000
1559867807.9517698,+191.10,+0.7761,+241.3,+0.6589,0,000
1559867829.9769425,+191.04,+0.7762,+241.3,+0.6590,0,000
1559867852.0028095,+190.97,+0.7764,+241.3,+0.6591,0,000
1559867874.0277002,+190.91,+0.7765,+241.2,+0.6592,0,000
1559867896.0534976,+190.84,+0.7767,+241.2,+0.6593,0,000
1559867918.0789444,+190.78,+0.7768,+241.1,+0.6594,0,000
1559867940.1013594,+190.71,+0.7770,+241.1,+0.6595,0,000
1559867962.1268525,+190.64,+0.7771,+241.1,+0.6596,0,000
1559867984.1524029,+190.58,+0.7773,+241.0,+0.6597,0,000
1559868006.1780882,+190.51,+0.7774,+241.0,+0.6598,0,000
1559868028.203663,+190.45,+0.7776,+240.9,+0.6599,0,000
1559868050.229021,+190.38,+0.7777,+240.9,+0.6600,0,000
1559868072.2528996,+190.32,+0.7779,+240.8,+0.6601,0,000
1559868094.2785566,+190.24,+0.7780,+240.8,+0.6602,0,000
1559868116.303699,+190.18,+0.7782,+240.8,+0.6603,0,000
1559868138.328824,+190.12,+0.7783,+240.7,+0.6604,0,000
1559868160.3544524,+190.05,+0.7785,+240.7,+0.6605,0,000
1559868182.3796387,+189.98,+0.7786,+240.6,+0.6606,0,000
1559868204.4052432,+189.92,+0.7788,+240.6,+0.6607,0,000
1559868226.4308302,+189.85,+0.7789,+240.6,+0.6608,0,000
1559868248.4564111,+189.79,+0.7791,+240.5,+0.6609,0,000
1559868270.4819176,+189.72,+0.7792,+240.5,+0.6610,0,000
1559868292.5071042,+189.65,+0.7794,+240.4,+0.6611,0,000
1559868314.5326347,+189.59,+0.7795,+240.4,+0.6611,0,000
1559868336.558238,+189.52,+0.7797,+240.3,+0.6613,0,000
1559868358.5837193,+189.46,+0.7798,+240.3,+0.6614,0,000
1559868380.6092355,+189.39,+0.7800,+240.3,+0.6614,0,000
1559868402.6346886,+189.32,+0.7801,+240.2,+0.6615,0,000
1559868424.6603463,+189.26,+0.7803,+240.2,+0.6616,0,000
1559868446.6858866,+189.19,+0.7804,+240.1,+0.6617,0,000
1559868468.7113736,+189.14,+0.7806,+240.1,+0.6618,0,000
1559868490.7368405,+189.07,+0.7807,+240.1,+0.6619,0,000
1559868512.7622468,+188.99,+0.7809,+240.0,+0.6620,0,000
1559868534.7876453,+188.93,+0.7810,+240.0,+0.6621,0,000
1559868556.8129818,+188.86,+0.7812,+239.9,+0.6622,0,000
1559868578.8383603,+188.80,+0.7813,+239.9,+0.6623,0,000
1559868600.8639133,+188.74,+0.7815,+239.9,+0.6624,0,000
1559868622.889421,+188.67,+0.7816,+239.8,+0.6625,0,000
1559868644.9148242,+188.60,+0.7817,+239.8,+0.6626,0,000
1559868666.9403527,+188.54,+0.7819,+239.7,+0.6627,0,000
1559868688.9658694,+188.47,+0.7820,+239.7,+0.6628,0,000
1559868710.9914074,+188.41,+0.7822,+239.6,+0.6629,0,000
1559868733.0168707,+188.34,+0.7823,+239.6,+0.6630,0,000
1559868755.0421753,+188.27,+0.7825,+239.6,+0.6631,0,000
1559868777.0671306,+188.21,+0.7827,+239.5,+0.6632,0,000
